county,fips,year,ozonePersonDayMon,ozoneDayStdMon,ozoneDayStdMod,ozoneAvgMod,ozoneModelFlag,pm25AvgMon,pm25PersonDayMon,pm25PctMon,pm25AvgMod,pm25ModelFlag,hasMonitor,hasOzoneMonitor,hasPm25Monitor,
"Blue Earth","27013","2012","No data available","No data available","0","38.28","1","No data available","No data available","No data available","9.82","1","n","n","n"
"Blue Earth","27013","2013","No data available","No data available","null","44.14","0","No data available","No data available","No data available","9.12","0","n","n","n"
"Blue Earth","27013","2014","No data available","No data available","null","35.51","0","No data available","No data available","No data available","7.68","0","n","n","n"
"Blue Earth","27013","2015","No data available","No data available","null","36","null","No data available","No data available","No data available","9.82","0","n","n","n"
"Blue Earth","27013","2016","No data available","No data available","null","35","null","No data available","No data available","No data available","7.7","null","n","n","n"
"Blue Earth","27013","2017","No data available","No data available","null","36","null","No data available","No data available","No data available","7.4","null","n","n","n"
"Brown","27015","2001","No data available","No data available","0","No data available","1","No data available","No data available","No data available","11","1","n","n","n"
"Brown","27015","2002","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.3","1","n","n","n"
"Brown","27015","2003","No data available","No data available","0","No data available","1","No data available","No data available","No data available","10.5","1","n","n","n"
"Brown","27015","2004","No data available","No data available","0","No data available","1","No data available","No data available","No data available","10","1","n","n","n"
"Brown","27015","2005","No data available","No data available","1","No data available","1","No data available","No data available","No data available","10.6","1","n","n","n"
"Brown","27015","2006","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.8","1","n","n","n"
"Brown","27015","2007","No data available","No data available","0","No data available","1","No data available","No data available","No data available","10.4","1","n","n","n"
"Brown","27015","2008","No data available","No data available","0","No data available","1","No data available","No data available","No data available","10","1","n","n","n"
"Brown","27015","2009","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.7","1","n","n","n"
"Brown","27015","2010","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.5","1","n","n","n"
"Brown","27015","2011","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.3","1","n","n","n"
"Brown","27015","2012","No data available","No data available","0","38.17","1","No data available","No data available","No data available","9.41","1","n","n","n"
"Brown","27015","2013","No data available","No data available","null","43.89","0","No data available","No data available","No data available","8.67","0","n","n","n"
"Brown","27015","2014","No data available","No data available","null","35.61","0","No data available","No data available","No data available","7.15","0","n","n","n"
"Brown","27015","2015","No data available","No data available","null","35","null","No data available","No data available","No data available","9.41","0","n","n","n"
"Brown","27015","2016","No data available","No data available","null","35","null","No data available","No data available","No data available","7.9","null","n","n","n"
"Brown","27015","2017","No data available","No data available","null","36","null","No data available","No data available","No data available","6.8","null","n","n","n"
"Carlton","27017","2001","No data available","No data available","1","No data available","1","No data available","No data available","No data available","9.4","1","n","n","n"
"Carlton","27017","2002","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.4","1","y","y","n"
"Carlton","27017","2003","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.3","1","y","y","n"
"Carlton","27017","2004","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.3","1","y","y","n"
"Carlton","27017","2005","34096","1","0","No data available","1","No data available","No data available","No data available","9","1","y","y","n"
"Carlton","27017","2006","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.3","1","y","y","n"
"Carlton","27017","2007","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.5","1","y","y","n"
"Carlton","27017","2008","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.6","1","y","y","n"
"Carlton","27017","2009","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.5","1","y","y","n"
"Carlton","27017","2010","No data available","No data available","0","No data available","1","No data available","No data available","No data available","7.9","1","y","y","n"
"Carlton","27017","2011","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.6","1","y","y","n"
"Carlton","27017","2012","35404","1","0","33.54","1","No data available","No data available","No data available","8.10","1","y","y","n"
"Carlton","27017","2013","No data available","No data available","null","34.77","0","No data available","0","0","7.67","0","y","y","n"
"Carlton","27017","2014","No data available","No data available","null","32.26","0","No data available","No data available","No data available","6.19","0","y","y","n"
"Carlton","27017","2015","35635","1","null","34","null","0","0","0","8.10","0","y","y","y"
"Carlton","27017","2016","0","0","null","31","0","5.1","37483","0.0029","5.1","0","n","n","n"
"Carlton","27017","2017","0","0","null","33","null","4.5","0","0","5.0","null","y","y","y"
"Carver","27019","2001","No data available","No data available","1","No data available","1","No data available","No data available","No data available","11.8","1","n","n","n"
"Carver","27019","2002","No data available","No data available","1","No data available","1","No data available","No data available","No data available","10.4","1","n","n","n"
"Carver","27019","2003","No data available","No data available","1","No data available","1","No data available","No data available","No data available","11.5","1","n","n","n"
"Carver","27019","2004","No data available","No data available","0","No data available","1","No data available","No data available","No data available","10.9","1","n","n","n"
"Carver","27019","2005","No data available","No data available","3","No data available","1","No data available","No data available","No data available","12","1","n","n","n"
"Carver","27019","2006","No data available","No data available","0","No data available","1","No data available","No data available","No data available","10.6","1","n","n","n"
"Carver","27019","2007","No data available","No data available","1","No data available","1","No data available","No data available","No data available","11.4","1","n","n","n"
"Carver","27019","2008","No data available","No data available","0","No data available","1","No data available","No data available","No data available","11","1","n","n","n"
"Carver","27019","2009","No data available","No data available","0","No data available","1","No data available","No data available","No data available","10.4","1","n","n","n"
"Carver","27019","2010","No data available","No data available","0","No data available","1","No data available","No data available","No data available","10.3","1","n","n","n"
"Carver","27019","2011","No data available","No data available","0","No data available","1","No data available","No data available","No data available","10.4","1","n","n","n"
"Carver","27019","2012","No data available","No data available","0","36.62","1","No data available","No data available","No data available","10.23","1","n","n","n"
"Carver","27019","2013","No data available","No data available","null","42.98","0","No data available","No data available","No data available","9.45","0","n","n","n"
"Carver","27019","2014","No data available","No data available","null","34.26","0","No data available","No data available","No data available","7.13","0","n","n","n"
"Carver","27019","2015","No data available","No data available","null","35","null","No data available","No data available","No data available","10.23","0","n","n","n"
"Carver","27019","2016","No data available","No data available","null","34","null","No data available","No data available","No data available","6.9","null","n","n","n"
"Carver","27019","2017","No data available","No data available","null","35","null","No data available","No data available","No data available","7.3","null","n","n","n"
"Cass","27021","2001","No data available","No data available","0","No data available","1","No data available","No data available","No data available","9.3","1","n","n","n"
"Cass","27021","2002","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.5","1","n","n","n"
"Cass","27021","2003","No data available","No data available","2","No data available","1","6.2","0.0","0.0","8.3","1","y","n","y"
"Cass","27021","2004","No data available","No data available","0","No data available","1","6.6","0.0","0.0","8.3","1","y","n","y"
"Cass","27021","2005","No data available","No data available","0","No data available","1","5.6","0.0","0.0","8.8","1","y","n","y"
"Cass","27021","2006","No data available","No data available","1","No data available","1","6.4","0.0","0.0","8.3","1","y","n","y"
"Cass","27021","2007","No data available","No data available","1","No data available","1","No data available","222417.0","0.0","8.4","1","y","n","y"
"Cass","27021","2008","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.3","1","n","n","n"
"Cass","27021","2009","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.5","1","n","n","n"
"Cass","27021","2010","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.1","1","n","n","n"
"Cass","27021","2011","No data available","No data available","0","No data available","1","No data available","No data available","No data available","8.5","1","n","n","n"
"Cass","27021","2012","No data available","No data available","0","35.03","1","No data available","No data available","No data available","8.14","1","n","n","n"
"Cass","27021","2013","No data available","No data available","null","37.96","0","No data available","No data available","No data available","7.67","0","n","n","n"
"Cass","27021","2014","No data available","No data available","null","33.29","0","No data available","No data available","No data available","5.80","0","n","n","n"
"Cass","27021","2015","No data available","No data available","null","35","null","No data available","No data available","No data available","8.14","0","n","n","n"
"Cass","27021","2016","No data available","No data available","null","32","null","No data available","No data available","No data available","5.6","null","n","n","n"
"Cass","27021","2017","No data available","No data available","null","34","null","No data available","No data available","No data available","5.9","null","n","n","n"
