statecounty,county,Year,Pollutant,Unit,Average concentration
27109,"Olmsted County, Minnesota",2018,Ozone,parts per billion,36
27109,"Olmsted County, Minnesota",2018,PM2.5,micrograms per cubic meter,8.6
27109,"Olmsted County, Minnesota",2019,Ozone,parts per billion,36
27109,"Olmsted County, Minnesota",2019,PM2.5,micrograms per cubic meter,8
27109,"Olmsted County, Minnesota",2020,Ozone,parts per billion,36
27109,"Olmsted County, Minnesota",2020,PM2.5,micrograms per cubic meter,7
27109,"Olmsted County, Minnesota",2021,Ozone,parts per billion,38
27109,"Olmsted County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.2
27111,"Otter Tail County, Minnesota",2008,Ozone,parts per billion,37
27111,"Otter Tail County, Minnesota",2008,PM2.5,micrograms per cubic meter,8.6
27111,"Otter Tail County, Minnesota",2009,Ozone,parts per billion,35
27111,"Otter Tail County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.7
27111,"Otter Tail County, Minnesota",2010,Ozone,parts per billion,37
27111,"Otter Tail County, Minnesota",2010,PM2.5,micrograms per cubic meter,8.4
27111,"Otter Tail County, Minnesota",2011,Ozone,parts per billion,37
27111,"Otter Tail County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.1
27111,"Otter Tail County, Minnesota",2012,Ozone,parts per billion,36
27111,"Otter Tail County, Minnesota",2012,PM2.5,micrograms per cubic meter,8.6
27111,"Otter Tail County, Minnesota",2013,Ozone,parts per billion,37
27111,"Otter Tail County, Minnesota",2013,PM2.5,micrograms per cubic meter,8
27111,"Otter Tail County, Minnesota",2014,Ozone,parts per billion,35
27111,"Otter Tail County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.4
27111,"Otter Tail County, Minnesota",2015,Ozone,parts per billion,35
27111,"Otter Tail County, Minnesota",2015,PM2.5,micrograms per cubic meter,7
27111,"Otter Tail County, Minnesota",2016,Ozone,parts per billion,33
27111,"Otter Tail County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.3
27111,"Otter Tail County, Minnesota",2017,Ozone,parts per billion,35
27111,"Otter Tail County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.4
27111,"Otter Tail County, Minnesota",2018,Ozone,parts per billion,36
27111,"Otter Tail County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.6
27111,"Otter Tail County, Minnesota",2019,Ozone,parts per billion,36
27111,"Otter Tail County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.8
27111,"Otter Tail County, Minnesota",2020,Ozone,parts per billion,35
27111,"Otter Tail County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.5
27111,"Otter Tail County, Minnesota",2021,Ozone,parts per billion,37
27111,"Otter Tail County, Minnesota",2021,PM2.5,micrograms per cubic meter,10.6
27113,"Pennington County, Minnesota",2008,Ozone,parts per billion,35
27113,"Pennington County, Minnesota",2008,PM2.5,micrograms per cubic meter,7.9
27113,"Pennington County, Minnesota",2009,Ozone,parts per billion,34
27113,"Pennington County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.1
27113,"Pennington County, Minnesota",2010,Ozone,parts per billion,36
27113,"Pennington County, Minnesota",2010,PM2.5,micrograms per cubic meter,7.7
27113,"Pennington County, Minnesota",2011,Ozone,parts per billion,36
27113,"Pennington County, Minnesota",2011,PM2.5,micrograms per cubic meter,7.5
27113,"Pennington County, Minnesota",2012,Ozone,parts per billion,35
27113,"Pennington County, Minnesota",2012,PM2.5,micrograms per cubic meter,7.9
27113,"Pennington County, Minnesota",2013,Ozone,parts per billion,34
27113,"Pennington County, Minnesota",2013,PM2.5,micrograms per cubic meter,6.9
27113,"Pennington County, Minnesota",2014,Ozone,parts per billion,33
27113,"Pennington County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.1
27113,"Pennington County, Minnesota",2015,Ozone,parts per billion,33
27113,"Pennington County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.1
27113,"Pennington County, Minnesota",2016,Ozone,parts per billion,31
27113,"Pennington County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.1
27113,"Pennington County, Minnesota",2017,Ozone,parts per billion,33
27113,"Pennington County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.5
27113,"Pennington County, Minnesota",2018,Ozone,parts per billion,35
27113,"Pennington County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.7
27113,"Pennington County, Minnesota",2019,Ozone,parts per billion,34
27113,"Pennington County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.7
27113,"Pennington County, Minnesota",2020,Ozone,parts per billion,33
27113,"Pennington County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.8
27113,"Pennington County, Minnesota",2021,Ozone,parts per billion,35
27113,"Pennington County, Minnesota",2021,PM2.5,micrograms per cubic meter,8.7
27115,"Pine County, Minnesota",2008,Ozone,parts per billion,36
27115,"Pine County, Minnesota",2008,PM2.5,micrograms per cubic meter,8.9
27115,"Pine County, Minnesota",2009,Ozone,parts per billion,35
27115,"Pine County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.7
27115,"Pine County, Minnesota",2010,Ozone,parts per billion,36
27115,"Pine County, Minnesota",2010,PM2.5,micrograms per cubic meter,8
27115,"Pine County, Minnesota",2011,Ozone,parts per billion,36
27115,"Pine County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.2
27115,"Pine County, Minnesota",2012,Ozone,parts per billion,35
27115,"Pine County, Minnesota",2012,PM2.5,micrograms per cubic meter,8.5
27115,"Pine County, Minnesota",2013,Ozone,parts per billion,36
27115,"Pine County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.1
27115,"Pine County, Minnesota",2014,Ozone,parts per billion,33
27115,"Pine County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.4
27115,"Pine County, Minnesota",2015,Ozone,parts per billion,35
27115,"Pine County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.7
27115,"Pine County, Minnesota",2016,Ozone,parts per billion,32
27115,"Pine County, Minnesota",2016,PM2.5,micrograms per cubic meter,6
27115,"Pine County, Minnesota",2017,Ozone,parts per billion,34
27115,"Pine County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.2
27115,"Pine County, Minnesota",2018,Ozone,parts per billion,35
27115,"Pine County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.5
27115,"Pine County, Minnesota",2019,Ozone,parts per billion,34
27115,"Pine County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.3
27115,"Pine County, Minnesota",2020,Ozone,parts per billion,34
27115,"Pine County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.3
27115,"Pine County, Minnesota",2021,Ozone,parts per billion,36
27115,"Pine County, Minnesota",2021,PM2.5,micrograms per cubic meter,6.9
27117,"Pipestone County, Minnesota",2008,Ozone,parts per billion,38
27117,"Pipestone County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.2
27117,"Pipestone County, Minnesota",2009,Ozone,parts per billion,36
27117,"Pipestone County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.1
27117,"Pipestone County, Minnesota",2010,Ozone,parts per billion,39
27117,"Pipestone County, Minnesota",2010,PM2.5,micrograms per cubic meter,8.9
27117,"Pipestone County, Minnesota",2011,Ozone,parts per billion,39
27117,"Pipestone County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.5
27117,"Pipestone County, Minnesota",2012,Ozone,parts per billion,40
27117,"Pipestone County, Minnesota",2012,PM2.5,micrograms per cubic meter,9
27117,"Pipestone County, Minnesota",2013,Ozone,parts per billion,40
27117,"Pipestone County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.2
27117,"Pipestone County, Minnesota",2014,Ozone,parts per billion,37
27117,"Pipestone County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.4
27117,"Pipestone County, Minnesota",2015,Ozone,parts per billion,35
27117,"Pipestone County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.3
27117,"Pipestone County, Minnesota",2016,Ozone,parts per billion,36
27117,"Pipestone County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.8
27117,"Pipestone County, Minnesota",2017,Ozone,parts per billion,37
27117,"Pipestone County, Minnesota",2017,PM2.5,micrograms per cubic meter,5.9
27117,"Pipestone County, Minnesota",2018,Ozone,parts per billion,38
27117,"Pipestone County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.2
27117,"Pipestone County, Minnesota",2019,Ozone,parts per billion,39
27117,"Pipestone County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.5
27117,"Pipestone County, Minnesota",2020,Ozone,parts per billion,38
27117,"Pipestone County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.8
27117,"Pipestone County, Minnesota",2021,Ozone,parts per billion,39
27117,"Pipestone County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.4
27119,"Polk County, Minnesota",2008,Ozone,parts per billion,36
27119,"Polk County, Minnesota",2008,PM2.5,micrograms per cubic meter,8.3
27119,"Polk County, Minnesota",2009,Ozone,parts per billion,34
27119,"Polk County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.5
27119,"Polk County, Minnesota",2010,Ozone,parts per billion,36
27119,"Polk County, Minnesota",2010,PM2.5,micrograms per cubic meter,8.2
27119,"Polk County, Minnesota",2011,Ozone,parts per billion,36
27119,"Polk County, Minnesota",2011,PM2.5,micrograms per cubic meter,8
27119,"Polk County, Minnesota",2012,Ozone,parts per billion,36
27119,"Polk County, Minnesota",2012,PM2.5,micrograms per cubic meter,8.4
27119,"Polk County, Minnesota",2013,Ozone,parts per billion,35
27119,"Polk County, Minnesota",2013,PM2.5,micrograms per cubic meter,7.2
27119,"Polk County, Minnesota",2014,Ozone,parts per billion,33
27119,"Polk County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.7
27119,"Polk County, Minnesota",2015,Ozone,parts per billion,33
27119,"Polk County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.4
27119,"Polk County, Minnesota",2016,Ozone,parts per billion,31
27119,"Polk County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.3
27119,"Polk County, Minnesota",2017,Ozone,parts per billion,33
27119,"Polk County, Minnesota",2017,PM2.5,micrograms per cubic meter,7.2
27119,"Polk County, Minnesota",2018,Ozone,parts per billion,36
27119,"Polk County, Minnesota",2018,PM2.5,micrograms per cubic meter,7.3
27119,"Polk County, Minnesota",2019,Ozone,parts per billion,35
27119,"Polk County, Minnesota",2019,PM2.5,micrograms per cubic meter,6.4
27119,"Polk County, Minnesota",2020,Ozone,parts per billion,34
27119,"Polk County, Minnesota",2020,PM2.5,micrograms per cubic meter,6.4
27119,"Polk County, Minnesota",2021,Ozone,parts per billion,36
27119,"Polk County, Minnesota",2021,PM2.5,micrograms per cubic meter,9.4
27121,"Pope County, Minnesota",2008,Ozone,parts per billion,36
27121,"Pope County, Minnesota",2008,PM2.5,micrograms per cubic meter,9
27121,"Pope County, Minnesota",2009,Ozone,parts per billion,35
27121,"Pope County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.9
27121,"Pope County, Minnesota",2010,Ozone,parts per billion,37
27121,"Pope County, Minnesota",2010,PM2.5,micrograms per cubic meter,8.6
27121,"Pope County, Minnesota",2011,Ozone,parts per billion,37
27121,"Pope County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.3
27121,"Pope County, Minnesota",2012,Ozone,parts per billion,37
27121,"Pope County, Minnesota",2012,PM2.5,micrograms per cubic meter,8.8
27121,"Pope County, Minnesota",2013,Ozone,parts per billion,37
27121,"Pope County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.1
27121,"Pope County, Minnesota",2014,Ozone,parts per billion,35
27121,"Pope County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.1
27121,"Pope County, Minnesota",2015,Ozone,parts per billion,35
27121,"Pope County, Minnesota",2015,PM2.5,micrograms per cubic meter,7
27121,"Pope County, Minnesota",2016,Ozone,parts per billion,34
27121,"Pope County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.7
27121,"Pope County, Minnesota",2017,Ozone,parts per billion,35
27121,"Pope County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.2
27121,"Pope County, Minnesota",2018,Ozone,parts per billion,36
27121,"Pope County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.6
27121,"Pope County, Minnesota",2019,Ozone,parts per billion,37
27121,"Pope County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.7
27121,"Pope County, Minnesota",2020,Ozone,parts per billion,35
27121,"Pope County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.6
27121,"Pope County, Minnesota",2021,Ozone,parts per billion,37
27121,"Pope County, Minnesota",2021,PM2.5,micrograms per cubic meter,8.9
27123,"Ramsey County, Minnesota",2008,Ozone,parts per billion,35
27123,"Ramsey County, Minnesota",2008,PM2.5,micrograms per cubic meter,11.7
27123,"Ramsey County, Minnesota",2009,Ozone,parts per billion,34
27123,"Ramsey County, Minnesota",2009,PM2.5,micrograms per cubic meter,11.1
27123,"Ramsey County, Minnesota",2010,Ozone,parts per billion,36
27123,"Ramsey County, Minnesota",2010,PM2.5,micrograms per cubic meter,11
27123,"Ramsey County, Minnesota",2011,Ozone,parts per billion,35
27123,"Ramsey County, Minnesota",2011,PM2.5,micrograms per cubic meter,11.3
27123,"Ramsey County, Minnesota",2012,Ozone,parts per billion,36
27123,"Ramsey County, Minnesota",2012,PM2.5,micrograms per cubic meter,11.2
27123,"Ramsey County, Minnesota",2013,Ozone,parts per billion,35
27123,"Ramsey County, Minnesota",2013,PM2.5,micrograms per cubic meter,10.3
27123,"Ramsey County, Minnesota",2014,Ozone,parts per billion,33
27123,"Ramsey County, Minnesota",2014,PM2.5,micrograms per cubic meter,8.4
27123,"Ramsey County, Minnesota",2015,Ozone,parts per billion,34
27123,"Ramsey County, Minnesota",2015,PM2.5,micrograms per cubic meter,8.2
27123,"Ramsey County, Minnesota",2016,Ozone,parts per billion,32
27123,"Ramsey County, Minnesota",2016,PM2.5,micrograms per cubic meter,7.5
27123,"Ramsey County, Minnesota",2017,Ozone,parts per billion,34
27123,"Ramsey County, Minnesota",2017,PM2.5,micrograms per cubic meter,8
27123,"Ramsey County, Minnesota",2018,Ozone,parts per billion,34
27123,"Ramsey County, Minnesota",2018,PM2.5,micrograms per cubic meter,8.5
27123,"Ramsey County, Minnesota",2019,Ozone,parts per billion,34
27123,"Ramsey County, Minnesota",2019,PM2.5,micrograms per cubic meter,7.9
27123,"Ramsey County, Minnesota",2020,Ozone,parts per billion,33
27123,"Ramsey County, Minnesota",2020,PM2.5,micrograms per cubic meter,7.7
27123,"Ramsey County, Minnesota",2021,Ozone,parts per billion,37
27123,"Ramsey County, Minnesota",2021,PM2.5,micrograms per cubic meter,8.2
27125,"Red Lake County, Minnesota",2008,Ozone,parts per billion,35
27125,"Red Lake County, Minnesota",2008,PM2.5,micrograms per cubic meter,7.9
27125,"Red Lake County, Minnesota",2009,Ozone,parts per billion,34
27125,"Red Lake County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.2
27125,"Red Lake County, Minnesota",2010,Ozone,parts per billion,36
27125,"Red Lake County, Minnesota",2010,PM2.5,micrograms per cubic meter,7.7
27125,"Red Lake County, Minnesota",2011,Ozone,parts per billion,36
27125,"Red Lake County, Minnesota",2011,PM2.5,micrograms per cubic meter,7.6
27125,"Red Lake County, Minnesota",2012,Ozone,parts per billion,35
27125,"Red Lake County, Minnesota",2012,PM2.5,micrograms per cubic meter,8
27125,"Red Lake County, Minnesota",2013,Ozone,parts per billion,35
27125,"Red Lake County, Minnesota",2013,PM2.5,micrograms per cubic meter,7
27125,"Red Lake County, Minnesota",2014,Ozone,parts per billion,33
27125,"Red Lake County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.1
27125,"Red Lake County, Minnesota",2015,Ozone,parts per billion,33
27125,"Red Lake County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.5
27125,"Red Lake County, Minnesota",2016,Ozone,parts per billion,31
27125,"Red Lake County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.5
27125,"Red Lake County, Minnesota",2017,Ozone,parts per billion,33
27125,"Red Lake County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.5
27125,"Red Lake County, Minnesota",2018,Ozone,parts per billion,36
27125,"Red Lake County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.7
27125,"Red Lake County, Minnesota",2019,Ozone,parts per billion,35
27125,"Red Lake County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.7
27125,"Red Lake County, Minnesota",2020,Ozone,parts per billion,33
27125,"Red Lake County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.8
27125,"Red Lake County, Minnesota",2021,Ozone,parts per billion,35
27125,"Red Lake County, Minnesota",2021,PM2.5,micrograms per cubic meter,9.1
27127,"Redwood County, Minnesota",2008,Ozone,parts per billion,37
27127,"Redwood County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.5
27127,"Redwood County, Minnesota",2009,Ozone,parts per billion,36
27127,"Redwood County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.3
27127,"Redwood County, Minnesota",2010,Ozone,parts per billion,38
27127,"Redwood County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.1
27127,"Redwood County, Minnesota",2011,Ozone,parts per billion,38
27127,"Redwood County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.7
27127,"Redwood County, Minnesota",2012,Ozone,parts per billion,39
27127,"Redwood County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.2
27127,"Redwood County, Minnesota",2013,Ozone,parts per billion,39
27127,"Redwood County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.4
27127,"Redwood County, Minnesota",2014,Ozone,parts per billion,36
27127,"Redwood County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.8
27127,"Redwood County, Minnesota",2015,Ozone,parts per billion,35
27127,"Redwood County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.8
27127,"Redwood County, Minnesota",2016,Ozone,parts per billion,35
27127,"Redwood County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.9
27127,"Redwood County, Minnesota",2017,Ozone,parts per billion,36
27127,"Redwood County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.2
27127,"Redwood County, Minnesota",2018,Ozone,parts per billion,36
27127,"Redwood County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.8
27127,"Redwood County, Minnesota",2019,Ozone,parts per billion,37
27127,"Redwood County, Minnesota",2019,PM2.5,micrograms per cubic meter,6.1
27127,"Redwood County, Minnesota",2020,Ozone,parts per billion,36
27127,"Redwood County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.9
27127,"Redwood County, Minnesota",2021,Ozone,parts per billion,39
27127,"Redwood County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.7
27129,"Renville County, Minnesota",2008,Ozone,parts per billion,37
27129,"Renville County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.5
27129,"Renville County, Minnesota",2009,Ozone,parts per billion,36
27129,"Renville County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.3
27129,"Renville County, Minnesota",2010,Ozone,parts per billion,37
27129,"Renville County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.2
27129,"Renville County, Minnesota",2011,Ozone,parts per billion,38
27129,"Renville County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.7
27129,"Renville County, Minnesota",2012,Ozone,parts per billion,38
27129,"Renville County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.3
27129,"Renville County, Minnesota",2013,Ozone,parts per billion,38
27129,"Renville County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.5
27129,"Renville County, Minnesota",2014,Ozone,parts per billion,36
27129,"Renville County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.7
27129,"Renville County, Minnesota",2015,Ozone,parts per billion,35
27129,"Renville County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.4
27129,"Renville County, Minnesota",2016,Ozone,parts per billion,34
27129,"Renville County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.5
27129,"Renville County, Minnesota",2017,Ozone,parts per billion,36
27129,"Renville County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.3
27129,"Renville County, Minnesota",2018,Ozone,parts per billion,36
27129,"Renville County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.8
27129,"Renville County, Minnesota",2019,Ozone,parts per billion,37
27129,"Renville County, Minnesota",2019,PM2.5,micrograms per cubic meter,6.1
27129,"Renville County, Minnesota",2020,Ozone,parts per billion,36
27129,"Renville County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.8
27129,"Renville County, Minnesota",2021,Ozone,parts per billion,38
27129,"Renville County, Minnesota",2021,PM2.5,micrograms per cubic meter,8
27131,"Rice County, Minnesota",2008,Ozone,parts per billion,38
27131,"Rice County, Minnesota",2008,PM2.5,micrograms per cubic meter,10.3
27131,"Rice County, Minnesota",2009,Ozone,parts per billion,36
27131,"Rice County, Minnesota",2009,PM2.5,micrograms per cubic meter,10
27131,"Rice County, Minnesota",2010,Ozone,parts per billion,37
27131,"Rice County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.7
27131,"Rice County, Minnesota",2011,Ozone,parts per billion,38
27131,"Rice County, Minnesota",2011,PM2.5,micrograms per cubic meter,9.6
27131,"Rice County, Minnesota",2012,Ozone,parts per billion,38
27131,"Rice County, Minnesota",2012,PM2.5,micrograms per cubic meter,10
27131,"Rice County, Minnesota",2013,Ozone,parts per billion,37
27131,"Rice County, Minnesota",2013,PM2.5,micrograms per cubic meter,9.3
27131,"Rice County, Minnesota",2014,Ozone,parts per billion,36
27131,"Rice County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.6
27131,"Rice County, Minnesota",2015,Ozone,parts per billion,36
27131,"Rice County, Minnesota",2015,PM2.5,micrograms per cubic meter,7.9
27131,"Rice County, Minnesota",2016,Ozone,parts per billion,34
27131,"Rice County, Minnesota",2016,PM2.5,micrograms per cubic meter,7
27131,"Rice County, Minnesota",2017,Ozone,parts per billion,36
27131,"Rice County, Minnesota",2017,PM2.5,micrograms per cubic meter,7.6
27131,"Rice County, Minnesota",2018,Ozone,parts per billion,36
27131,"Rice County, Minnesota",2018,PM2.5,micrograms per cubic meter,8.5
27131,"Rice County, Minnesota",2019,Ozone,parts per billion,36
27131,"Rice County, Minnesota",2019,PM2.5,micrograms per cubic meter,7.2
27131,"Rice County, Minnesota",2020,Ozone,parts per billion,35
27131,"Rice County, Minnesota",2020,PM2.5,micrograms per cubic meter,7.1
27131,"Rice County, Minnesota",2021,Ozone,parts per billion,38
27131,"Rice County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.5
27133,"Rock County, Minnesota",2008,Ozone,parts per billion,37
27133,"Rock County, Minnesota",2008,PM2.5,micrograms per cubic meter,9.4
27133,"Rock County, Minnesota",2009,Ozone,parts per billion,36
27133,"Rock County, Minnesota",2009,PM2.5,micrograms per cubic meter,9.3
27133,"Rock County, Minnesota",2010,Ozone,parts per billion,39
27133,"Rock County, Minnesota",2010,PM2.5,micrograms per cubic meter,9.1
27133,"Rock County, Minnesota",2011,Ozone,parts per billion,39
27133,"Rock County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.8
27133,"Rock County, Minnesota",2012,Ozone,parts per billion,41
27133,"Rock County, Minnesota",2012,PM2.5,micrograms per cubic meter,9.2
27133,"Rock County, Minnesota",2013,Ozone,parts per billion,40
27133,"Rock County, Minnesota",2013,PM2.5,micrograms per cubic meter,8.5
27133,"Rock County, Minnesota",2014,Ozone,parts per billion,37
27133,"Rock County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.9
27133,"Rock County, Minnesota",2015,Ozone,parts per billion,33
27133,"Rock County, Minnesota",2015,PM2.5,micrograms per cubic meter,8.2
27133,"Rock County, Minnesota",2016,Ozone,parts per billion,37
27133,"Rock County, Minnesota",2016,PM2.5,micrograms per cubic meter,6.6
27133,"Rock County, Minnesota",2017,Ozone,parts per billion,37
27133,"Rock County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.4
27133,"Rock County, Minnesota",2018,Ozone,parts per billion,38
27133,"Rock County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.5
27133,"Rock County, Minnesota",2019,Ozone,parts per billion,39
27133,"Rock County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.6
27133,"Rock County, Minnesota",2020,Ozone,parts per billion,37
27133,"Rock County, Minnesota",2020,PM2.5,micrograms per cubic meter,6.2
27133,"Rock County, Minnesota",2021,Ozone,parts per billion,39
27133,"Rock County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.7
27135,"Roseau County, Minnesota",2008,Ozone,parts per billion,35
27135,"Roseau County, Minnesota",2008,PM2.5,micrograms per cubic meter,7.6
27135,"Roseau County, Minnesota",2009,Ozone,parts per billion,33
27135,"Roseau County, Minnesota",2009,PM2.5,micrograms per cubic meter,7.9
27135,"Roseau County, Minnesota",2010,Ozone,parts per billion,35
27135,"Roseau County, Minnesota",2010,PM2.5,micrograms per cubic meter,7.7
27135,"Roseau County, Minnesota",2011,Ozone,parts per billion,36
27135,"Roseau County, Minnesota",2011,PM2.5,micrograms per cubic meter,7.4
27135,"Roseau County, Minnesota",2012,Ozone,parts per billion,34
27135,"Roseau County, Minnesota",2012,PM2.5,micrograms per cubic meter,7.7
27135,"Roseau County, Minnesota",2013,Ozone,parts per billion,33
27135,"Roseau County, Minnesota",2013,PM2.5,micrograms per cubic meter,6.8
27135,"Roseau County, Minnesota",2014,Ozone,parts per billion,32
27135,"Roseau County, Minnesota",2014,PM2.5,micrograms per cubic meter,6.2
27135,"Roseau County, Minnesota",2015,Ozone,parts per billion,32
27135,"Roseau County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.9
27135,"Roseau County, Minnesota",2016,Ozone,parts per billion,30
27135,"Roseau County, Minnesota",2016,PM2.5,micrograms per cubic meter,5.6
27135,"Roseau County, Minnesota",2017,Ozone,parts per billion,32
27135,"Roseau County, Minnesota",2017,PM2.5,micrograms per cubic meter,6.5
27135,"Roseau County, Minnesota",2018,Ozone,parts per billion,35
27135,"Roseau County, Minnesota",2018,PM2.5,micrograms per cubic meter,6.9
27135,"Roseau County, Minnesota",2019,Ozone,parts per billion,34
27135,"Roseau County, Minnesota",2019,PM2.5,micrograms per cubic meter,5.8
27135,"Roseau County, Minnesota",2020,Ozone,parts per billion,33
27135,"Roseau County, Minnesota",2020,PM2.5,micrograms per cubic meter,5.9
27135,"Roseau County, Minnesota",2021,Ozone,parts per billion,35
27135,"Roseau County, Minnesota",2021,PM2.5,micrograms per cubic meter,7.9
27137,"St. Louis County, Minnesota",2008,Ozone,parts per billion,35
27137,"St. Louis County, Minnesota",2008,PM2.5,micrograms per cubic meter,9
27137,"St. Louis County, Minnesota",2009,Ozone,parts per billion,34
27137,"St. Louis County, Minnesota",2009,PM2.5,micrograms per cubic meter,8.6
27137,"St. Louis County, Minnesota",2010,Ozone,parts per billion,37
27137,"St. Louis County, Minnesota",2010,PM2.5,micrograms per cubic meter,8.3
27137,"St. Louis County, Minnesota",2011,Ozone,parts per billion,36
27137,"St. Louis County, Minnesota",2011,PM2.5,micrograms per cubic meter,8.3
27137,"St. Louis County, Minnesota",2012,Ozone,parts per billion,34
27137,"St. Louis County, Minnesota",2012,PM2.5,micrograms per cubic meter,8.2
27137,"St. Louis County, Minnesota",2013,Ozone,parts per billion,35
27137,"St. Louis County, Minnesota",2013,PM2.5,micrograms per cubic meter,7.7
27137,"St. Louis County, Minnesota",2014,Ozone,parts per billion,33
27137,"St. Louis County, Minnesota",2014,PM2.5,micrograms per cubic meter,7.7
27137,"St. Louis County, Minnesota",2015,Ozone,parts per billion,34
27137,"St. Louis County, Minnesota",2015,PM2.5,micrograms per cubic meter,6.8
27137,"St. Louis County, Minnesota",2016,Ozone,parts per billion,32
