Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Retirement Month,Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,Turbines or Hydrokinetic Buoys,Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Multiple Fuels?,Cofire Fuels?,Switch Between Oil and Natural Gas?
63560,"Sand Point Generating, LLC",1,Sand Point,AK,Aleutians East,5,Petroleum Liquids,IC,,S,X,X,,,0.7,0.800,0.4,0.3,0.3,N, , ,RE,X,12,2000,2,2023,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,10M,,,,,,,,N,,
195,Alabama Power Co,3,Barry,AL,Mobile,3,Conventional Steam Coal,ST,,S,X,X,,,272.0,0.850,249.0,249.0,130.0,N, , ,RE,X,7,1959,8,2015,N,Electric Utility,1,X,BIT,,,,,,NG,,,,,, ,OVER,,Y,,,Y,,,,,
195,Alabama Power Co,7,Gadsden,AL,Etowah,1,Natural Gas Steam Turbine,ST,,S,X,X,,,69.0,0.850,64.0,64.0,28.0,N, , ,RE,X,4,1949,1,2023,Y,Electric Utility,1,B,NG,,,,,,NG,,,,N,, ,OVER,,,,,,,,N,,
195,Alabama Power Co,7,Gadsden,AL,Etowah,2,Natural Gas Steam Turbine,ST,,S,X,X,,,69.0,0.850,66.0,66.0,28.0,N, , ,RE,X,7,1949,1,2023,Y,Electric Utility,1,B,NG,,,,,,NG,,,,N,, ,OVER,,,,,,,,N,,
195,Alabama Power Co,8,Gorgas,AL,Walker,10,Conventional Steam Coal,ST,,S,X,X,,,788.8,0.850,727.7,727.7,600.0,N, , ,RE,X,10,1972,4,2019,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,N,, ,OVER,,Y,,,,Y,,N,,
195,Alabama Power Co,8,Gorgas,AL,Walker,6,Conventional Steam Coal,ST,,S,X,X,,,125.0,0.850,103.0,103.0,50.0,N, , ,RE,X,4,1951,8,2015,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,N,, ,OVER,,Y,,,Y,,,,,
195,Alabama Power Co,8,Gorgas,AL,Walker,7,Conventional Steam Coal,ST,,S,X,X,,,125.0,0.850,104.0,104.0,50.0,N, , ,RE,X,7,1952,8,2015,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,N,, ,OVER,,Y,,,Y,,,,,
195,Alabama Power Co,8,Gorgas,AL,Walker,8,Conventional Steam Coal,ST,,S,X,X,,,187.5,0.850,163.0,163.0,90.0,N, , ,RE,X,5,1956,4,2019,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,N,, ,OVER,,Y,,,Y,,,N,,
195,Alabama Power Co,8,Gorgas,AL,Walker,9,Conventional Steam Coal,ST,,S,X,X,,,190.4,0.850,172.0,172.0,90.0,N, , ,RE,X,6,1958,4,2019,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,N,, ,OVER,,Y,,,Y,,,N,,
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,1,Conventional Steam Coal,ST,,S,X,X,,,200.0,0.900,178.0,182.0,56.0,N, , ,RE,X,1,1955,4,2016,N,Electric Utility,1,X,BIT,SUB,,,,,DFO,,,,N,N, ,OVER,,Y,,,Y,,,N,,N
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,2,Conventional Steam Coal,ST,,S,X,X,,,200.0,0.900,178.0,182.0,56.0,N, , ,RE,X,3,1955,4,2016,N,Electric Utility,1,X,BIT,SUB,,,,,DFO,,,,N,N, ,OVER,,Y,,,Y,,,N,,N
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,3,Conventional Steam Coal,ST,,S,X,X,,,200.0,0.900,178.0,182.0,56.0,N, , ,RE,X,7,1955,4,2016,N,Electric Utility,1,X,BIT,SUB,,,,,DFO,,,,N,N, ,OVER,,Y,,,Y,,,N,,N
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,4,Conventional Steam Coal,ST,,S,X,X,,,200.0,0.900,178.0,182.0,56.0,N, , ,RE,X,11,1955,4,2016,N,Electric Utility,1,X,BIT,SUB,,,,,DFO,,,,N,N, ,OVER,,Y,,,Y,,,N,,
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,5,Conventional Steam Coal,ST,,S,X,X,,,550.0,0.900,472.0,481.0,327.0,N, , ,RE,X,11,1965,4,2016,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,,N, ,OVER,,Y,,,Y,,,N,,
18642,Tennessee Valley Authority,50,Widows Creek,AL,Jackson,1,Conventional Steam Coal,ST,,S,X,X,,,140.6,0.900,111.0,113.0, ,N, , ,RE,X,7,1952,7,2014,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,N,N, ,OVER,,Y,,,Y,,,,,
18642,Tennessee Valley Authority,50,Widows Creek,AL,Jackson,2,Conventional Steam Coal,ST,,S,X,X,,,140.6,0.900,111.0,113.0, ,N, , ,RE,X,10,1952,7,2014,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,N,N, ,OVER,,Y,,,Y,,,,,
18642,Tennessee Valley Authority,50,Widows Creek,AL,Jackson,3,Conventional Steam Coal,ST,,S,X,X,,,140.6,0.900,111.0,113.0, ,N, , ,RE,X,11,1952,7,2013,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,N,N, ,OVER,,Y,,,Y,,,,,
18642,Tennessee Valley Authority,50,Widows Creek,AL,Jackson,4,Conventional Steam Coal,ST,,S,X,X,,,140.6,0.900,111.0,113.0, ,N, , ,RE,X,1,1953,7,2014,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,N,N, ,OVER,,Y,,,Y,,,,,
18642,Tennessee Valley Authority,50,Widows Creek,AL,Jackson,5,Conventional Steam Coal,ST,,S,X,X,,,140.6,0.800,111.0,113.0, ,N, , ,RE,X,6,1954,7,2013,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,N,N, ,OVER,,Y,,,Y,,,,,
18642,Tennessee Valley Authority,50,Widows Creek,AL,Jackson,6,Conventional Steam Coal,ST,,S,X,X,,,140.6,0.800,111.0,113.0, ,N, , ,RE,X,7,1954,7,2014,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,N,N, ,OVER,,Y,,,Y,,,,,
18642,Tennessee Valley Authority,50,Widows Creek,AL,Jackson,7,Conventional Steam Coal,ST,,S,X,X,,,575.0,0.900,473.0,476.0,252.0,N, , ,RE,X,2,1961,9,2015,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,N,N, ,OVER,,Y,,,Y,,,,,
18642,Tennessee Valley Authority,50,Widows Creek,AL,Jackson,8,Conventional Steam Coal,ST,,S,X,X,,,550.0,0.900,465.0,469.0,252.0,N, , ,RE,X,2,1965,9,2015,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,N,N, ,OVER,,Y,,,Y,,,,,
3265,Cleco Power LLC,51,Dolet Hills,LA,DeSoto,1,Conventional Steam Coal,ST,,J,X,X,CLEC.DPS,,720.7,0.930,634.8,638.0, ,N, , ,RE,X,4,1986,12,2021,N,Electric Utility,1,X,LIG,,,,,,NG,PG,,,N,N, ,OVER,,Y,,,Y,,,N,N,N
5580,"East Kentucky Power Coop, Inc",54,J K Smith,KY,Clark,GT11,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,98.0, ,74.0,98.0, ,N, , ,CN,X, , , , ,,Electric Utility,1,,NG,,,,,,,,,,,, ,,,,,,,,,N,N,
5580,"East Kentucky Power Coop, Inc",54,J K Smith,KY,Clark,GT12,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,98.0, ,74.0,98.0, ,N, , ,CN,X, , , , ,,Electric Utility,1,,NG,,,,,,,,,,,, ,,,,,,,,,,,
5580,"East Kentucky Power Coop, Inc",54,J K Smith,KY,Clark,GT8,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,83.0, ,74.0,98.0, ,N, , ,CN,X, , , , ,,Electric Utility,1,,NG,,,,,,,,,,,, ,,,,,,,,,,,
5580,"East Kentucky Power Coop, Inc",54,J K Smith,KY,Clark,ST1,Conventional Steam Coal,ST,,S,X,X,,,329.4, ,278.0,278.0, ,N, , ,CN,X, , , , ,,Electric Utility,1,,BIT,,,,,,,,,,,, ,,,,,,,,,,,
189,PowerSouth Energy Cooperative,56,Lowman Energy Center,AL,Washington,1,Conventional Steam Coal,ST,,S,X,X,,,66.0,0.900,78.0,78.0,40.0,N, , ,RE,X,6,1969,10,2020,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,N,N, ,OVER,,Y,,,Y,,,N,,
189,PowerSouth Energy Cooperative,56,Lowman Energy Center,AL,Washington,2,Conventional Steam Coal,ST,,S,X,X,,,236.0,0.900,238.0,238.0,140.0,N, , ,RE,X,6,1978,10,2020,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,N,N, ,OVER,,Y,,,Y,,,N,,
189,PowerSouth Energy Cooperative,56,Lowman Energy Center,AL,Washington,3,Conventional Steam Coal,ST,,S,X,X,,,236.0,0.900,238.0,238.0,140.0,N, , ,RE,X,6,1980,10,2020,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,N,N, ,OVER,,Y,,,Y,,,N,,
219,Alaska Power and Telephone Co,66,Skagway,AK,Skagway Hoonah Angoon,8A,Petroleum Liquids,IC,,S,X,X,,,0.5,0.800,0.5,0.5,0.2,N, , ,RE,X,9,1991,6,2022,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,,N,,
219,Alaska Power and Telephone Co,69,Haines,AK,Haines,10,Petroleum Liquids,IC,,S,X,X,,,1.2,0.800,1.2,1.2,0.5,N, , ,RE,X,5,1991,3,2021,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,,N,,
219,Alaska Power and Telephone Co,69,Haines,AK,Haines,9,Petroleum Liquids,IC,,S,X,X,,,1.1, ,1.1,1.1, ,N, , ,RE,X,12,1989,6,2004,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,10M,,,,,,,,N,,
3522,Chugach Electric Assn Inc,75,Hank Nikkels Plant 1,AK,Anchorage,1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,12.5,0.800,14.0,16.2, ,N, , ,RE,X,11,1962,12,2016,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,N, ,1H,,,,,,,,N,Y,Y
3522,Chugach Electric Assn Inc,75,Hank Nikkels Plant 1,AK,Anchorage,2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,12.5,0.800,14.0,16.2, ,N, , ,RE,X,3,1962,12,2016,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,N, ,1H,,,,,,,,N,Y,Y
3522,Chugach Electric Assn Inc,75,Hank Nikkels Plant 1,AK,Anchorage,3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,16.3, ,17.7,19.4, ,N, , ,RE,X,12,1968,8,2004,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,N,Y,Y
3522,Chugach Electric Assn Inc,75,Hank Nikkels Plant 1,AK,Anchorage,D1,Petroleum Liquids,IC,,S,X,X,,,1.1, ,1.2,1.2, ,N, , ,RE,X,0,1956,1,2010,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
3522,Chugach Electric Assn Inc,75,Hank Nikkels Plant 1,AK,Anchorage,D2,Petroleum Liquids,IC,,S,X,X,,,1.1, ,1.4,1.4, ,N, , ,RE,X,0,1947,1,2010,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
986,Aurora Energy LLC,79,Chena Power Plant,AK,Fairbanks North Star,3,Conventional Steam Coal,ST,,S,X,X,,,1.5, ,1.5,1.5, ,N, , ,RE,X,6,1952,8,2009,Y,IPP CHP,3,T,SUB,,,,,,WDS,DFO,,,N,N, ,12H,,,N,Y,Y,,,N,N,N
986,Aurora Energy LLC,79,Chena Power Plant,AK,Fairbanks North Star,7,Conventional Steam Coal,ST,,S,X,X,,,2.3, ,2.3,2.3, ,N, , ,IP,X, , , , ,,IPP CHP,3,,SUB,,,,,,,,,,,N, ,12H,,,Y,N,,,,N,N,N
30151,"Tri-State G & T Assn, Inc",87,Escalante,NM,McKinley,1,Conventional Steam Coal,ST,,S,X,X,,,257.0,0.900,253.0,253.0,90.0,N, , ,RE,X,12,1984,11,2020,N,Electric Utility,1,X,SUB,NG,,,,,NG,,,,N,N, ,12H,,Y,,,Y,,,N,N,N
13642,Nome Joint Utility Systems,90,Snake River,AK,Nome,11,Petroleum Liquids,IC,,S,X,X,,,1.5, ,1.5,1.5, ,N, , ,RE,X,3,1988,3,2011,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,N,N,
13642,Nome Joint Utility Systems,90,Snake River,AK,Nome,5,Petroleum Liquids,IC,,S,X,X,,,1.2, ,1.2,1.2, ,N, , ,RE,X,1,1974,1,2001,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,,,,,,,,,N,N,
13642,Nome Joint Utility Systems,90,Snake River,AK,Nome,6,Petroleum Liquids,IC,,S,X,X,,,1.0, ,1.0,1.0, ,N, , ,RE,X,1,1972,1,2008,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,N,N,
13642,Nome Joint Utility Systems,90,Snake River,AK,Nome,9,Petroleum Liquids,IC,,S,X,X,,,2.8, ,2.9,2.9, ,N, , ,RE,X,12,1985,3,2011,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,N,N,
13642,Nome Joint Utility Systems,90,Snake River,AK,Nome,ENT,Onshore Wind Turbine,WT,,S,X,X,,,0.8, ,0.8,0.8,0.1,N, , ,RE,X,1,2015,6,2021,N,Electric Utility,1,X,WND,,,,,,,,,,,N,15,,,,,,,,,N,N,
14856,Petersburg Borough - (AK),91,Petersburg,AK,Wrangell Petersburg,3,Conventional Hydroelectric,HY,,S,X,X,,,1.6,0.800,1.6,1.6,0.7,N, , ,RE,X,3,1954,6,2023,N,Electric Utility,1,X,WAT,,,,,,,,,,N,N, ,1H,,,,,,,,N,,
14856,Petersburg Borough - (AK),91,Petersburg,AK,Wrangell Petersburg,IC2,Petroleum Liquids,IC,,S,X,X,,,0.3,0.800,0.2,0.2,0.1,N, , ,RE,X,12,1972,8,2017,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,,N,N,N
16955,City of Seward - (AK),92,Seward (AK),AK,Kenai Peninsula,1,Petroleum Liquids,IC,,S,X,X,,,1.5,0.800,1.0,1.2,0.5,N, , ,RE,X,4,1965,7,2015,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,,
16955,City of Seward - (AK),92,Seward (AK),AK,Kenai Peninsula,2,Petroleum Liquids,IC,,S,X,X,,,1.5,0.800,1.0,1.2,0.5,N, , ,RE,X,4,1965,7,2015,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,1H,,,,N,N,,,N,,
17271,City & Borough of Sitka - (AK),93,Blue Lake Hydro,AK,Sitka,1,Conventional Hydroelectric,HY,,S,X,X,,,3.5,0.800,3.5,3.5,1.0,N, , ,RE,X,6,1961,8,2014,N,Electric Utility,1,X,WAT,,,,,,,,,,N,, ,1H,,,,,,,,N,,
17271,City & Borough of Sitka - (AK),93,Blue Lake Hydro,AK,Sitka,2,Conventional Hydroelectric,HY,,S,X,X,,,3.5,0.800,3.5,3.5,1.0,N, , ,RE,X,6,1961,8,2014,N,Electric Utility,1,X,WAT,,,,,,,,,,N,, ,1H,,,,,,,,N,,
21015,City of Wrangell - (AK),95,Wrangell,AK,Wrangell Petersburg,1,Petroleum Liquids,IC,,S,X,X,,,1.3, ,1.3,1.3, ,N, , ,RE,X,8,1972,1,2001,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,N,,
21015,City of Wrangell - (AK),95,Wrangell,AK,Wrangell Petersburg,2,Petroleum Liquids,IC,,S,X,X,,,1.3, ,1.3,1.3, ,N, , ,RE,X,8,1972,1,2001,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,N,,
21015,City of Wrangell - (AK),95,Wrangell,AK,Wrangell Petersburg,3,Petroleum Liquids,IC,,S,X,X,,,1.3, ,1.3,1.3, ,N, , ,RE,X,8,1973,1,2001,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,N,,
21015,City of Wrangell - (AK),95,Wrangell,AK,Wrangell Petersburg,4,Petroleum Liquids,IC,,S,X,X,,,1.3, ,1.3,1.3, ,N, , ,RE,X,8,1973,1,2001,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,N,,
21015,City of Wrangell - (AK),95,Wrangell,AK,Wrangell Petersburg,5,Petroleum Liquids,IC,,S,X,X,,,0.5, ,0.5,0.5, ,N, , ,RE,X,88,1964,1,2009,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,N,,
21015,City of Wrangell - (AK),95,Wrangell,AK,Wrangell Petersburg,7,Petroleum Liquids,IC,,S,X,X,,,0.5, ,0.5,0.5, ,N, , ,RE,X,88,1970,1,2009,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,N,,
3522,Chugach Electric Assn Inc,96,Beluga,AK,Kenai Peninsula,8,Natural Gas Fired Combined Cycle,CA,BCC8,S,N,X,,,62.0,0.900,44.0,53.0,10.0,N, , ,RE,X,9,1982,4,2015,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,,N,N,N
13870,"Nushagak Electric Coop, Inc",109,Dillingham,AK,Dillingham,3,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.3,0.3, ,N, , ,RE,X,1,1961,2,2009,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,,
13870,"Nushagak Electric Coop, Inc",109,Dillingham,AK,Dillingham,4,Petroleum Liquids,IC,,S,X,X,,,0.5, ,0.5,0.5, ,N, , ,RE,X,9,1967,5,2001,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,N,
13870,"Nushagak Electric Coop, Inc",109,Dillingham,AK,Dillingham,5,Petroleum Liquids,IC,,S,X,X,,,0.7, ,0.7,0.7, ,N, , ,RE,X,12,1973,3,2007,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,N,
13870,"Nushagak Electric Coop, Inc",109,Dillingham,AK,Dillingham,6,Petroleum Liquids,IC,,S,X,X,,,1.0, ,1.0,1.0, ,N, , ,RE,X,12,1976,10,2007,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,N,N,N
13870,"Nushagak Electric Coop, Inc",109,Dillingham,AK,Dillingham,8,Petroleum Liquids,IC,,S,X,X,,,0.8, ,0.8,0.8, ,N, , ,RE,X,3,1985,4,2006,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,N,N,N
13870,"Nushagak Electric Coop, Inc",109,Dillingham,AK,Dillingham,IC9,Petroleum Liquids,IC,,S,X,X,,,0.8, ,0.8,0.8, ,N, , ,RE,X,3,1985,3,2006,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,N,N,N
803,Arizona Public Service Co,112,Childs,AZ,Yavapai,1,Conventional Hydroelectric,HY,,S,X,X,,,1.8, ,1.4,1.4, ,N, , ,RE,X,6,1909,6,2005,N,Electric Utility,1,X,WAT,,,,,,,,,,N,, ,,,,,,,,,,,
803,Arizona Public Service Co,112,Childs,AZ,Yavapai,2,Conventional Hydroelectric,HY,,S,X,X,,,1.8, ,1.4,1.4, ,N, , ,RE,X,7,1909,6,2005,N,Electric Utility,1,X,WAT,,,,,,,,,,N,, ,,,,,,,,,,,
803,Arizona Public Service Co,112,Childs,AZ,Yavapai,3,Conventional Hydroelectric,HY,,S,X,X,,,1.8, ,1.4,1.4, ,N, , ,RE,X,9,1909,6,2005,N,Electric Utility,1,X,WAT,,,,,,,,,,N,, ,,,,,,,,,,,
803,Arizona Public Service Co,113,Cholla,AZ,Navajo,2,Conventional Steam Coal,ST,,S,X,X,,,288.9,0.900,260.0,260.0,75.0,N, , ,RE,X,6,1978,11,2015,N,Electric Utility,1,X,SUB,DFO,,,,,DFO,,,,N,N, ,OVER,,Y,,,Y,,,Y,N,N
803,Arizona Public Service Co,113,Cholla,AZ,Navajo,4,Conventional Steam Coal,ST,,W,X,X,,,414.0,0.900,380.0,380.0,95.0,N, , ,RE,X,6,1981,12,2020,N,Electric Utility,1,X,SUB,DFO,BIT,,,,DFO,,,,N,N, ,OVER,,Y,,,Y,,,N,,
803,Arizona Public Service Co,115,Irving,AZ,Yavapai,1,Conventional Hydroelectric,HY,,S,X,X,,,1.6, ,1.4,1.4, ,N, , ,RE,X,4,1916,6,2005,N,Electric Utility,1,X,WAT,,,,,,,,,,N,, ,,,,,,,,,,,
803,Arizona Public Service Co,116,Ocotillo,AZ,Maricopa,1,Natural Gas Steam Turbine,ST,,S,X,X,,,113.6,0.850,110.0,110.0,25.0,N, , ,RE,X,6,1960,1,2019,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,N, ,12H,,,,,,,,N,N,N
803,Arizona Public Service Co,116,Ocotillo,AZ,Maricopa,2,Natural Gas Steam Turbine,ST,,S,X,X,,,113.6,0.850,110.0,110.0,25.0,N, , ,RE,X,3,1960,1,2019,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,N, ,12H,,,,,,,,N,N,N
803,Arizona Public Service Co,116,Ocotillo,AZ,Maricopa,PV1,Solar Photovoltaic,PV,,S,X,X,,,0.1, ,0.1,0.1,0.1,N, , ,RE,X,3,1998,7,2015,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
803,Arizona Public Service Co,116,Ocotillo,AZ,Maricopa,PV2,Solar Photovoltaic,PV,,S,X,X,,,0.1, ,0.1,0.1, ,N, , ,RE,X,10,1999,7,2015,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
803,Arizona Public Service Co,116,Ocotillo,AZ,Maricopa,PVM,Solar Photovoltaic,PV,,S,X,X,,,0.4, ,0.4,0.4, ,N, , ,RE,X,4,1988,7,2015,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
803,Arizona Public Service Co,117,West Phoenix,AZ,Maricopa,4,Natural Gas Steam Turbine,ST,,S,X,X,,,34.5,0.850,33.3,33.3, ,N, , ,RE,X,7,1948,12,2002,Y,Electric Utility,1,,NG,DFO,,,,,,,,,,N, ,,,,,,,,,,,
803,Arizona Public Service Co,117,West Phoenix,AZ,Maricopa,5,Natural Gas Steam Turbine,ST,,S,X,X,,,16.0,0.850,12.0,12.0, ,N, , ,RE,X,6,1949,12,2002,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,N, ,,,,,,,,,,,
803,Arizona Public Service Co,117,West Phoenix,AZ,Maricopa,6,Natural Gas Steam Turbine,ST,,S,X,X,,,69.0,0.850,63.0,63.0, ,N, , ,RE,X,4,1950,12,2002,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,N, ,,,,,,,,,,,
803,Arizona Public Service Co,118,Saguaro,AZ,Pinal,1,Natural Gas Steam Turbine,ST,,S,X,X,,,125.0,0.850,110.0,110.0, ,N, , ,RE,X,7,1954,7,2013,N,Electric Utility,1,X,NG,RFO,DFO,,,,NG,,,,N,, ,12H,,,,,,,,,N,Y
803,Arizona Public Service Co,118,Saguaro,AZ,Pinal,2,Natural Gas Steam Turbine,ST,,S,X,X,,,125.0,0.850,100.0,100.0, ,N, , ,RE,X,6,1955,7,2013,N,Electric Utility,1,X,NG,RFO,DFO,,,,NG,,,,N,, ,12H,,,,,,,,,N,Y
803,Arizona Public Service Co,118,Saguaro,AZ,Pinal,PV1,Solar Thermal without Energy Storage,OT,,S,X,X,,,1.0, ,1.0,1.0, ,N, , ,RE,X,12,2005,4,2013,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
24211,Tucson Electric Power Co,126,H Wilson Sundt Generating Station,AZ,Pima,ST1,Natural Gas Steam Turbine,ST,,S,X,X,,,108.8,0.850,81.0,81.0,20.0,N, , ,RE,X,12,1958,11,2019,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,N, ,OVER,,,,,,,,N,,N
24211,Tucson Electric Power Co,126,H Wilson Sundt Generating Station,AZ,Pima,ST2,Natural Gas Steam Turbine,ST,,S,X,X,,,108.8,0.850,81.0,81.0,20.0,N, , ,RE,X,10,1960,11,2019,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,N, ,OVER,,,,,,,,N,,N
21554,Seminole Electric Cooperative Inc,136,Seminole (FL),FL,Putnam,1,Conventional Steam Coal,ST,,S,X,X,,,714.6,0.900,626.0,639.0,300.0,N, , ,RE,X,2,1984,1,2024,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,N,N, ,OVER,,Y,,,Y,,,N,N,N
21554,Seminole Electric Cooperative Inc,136,Seminole (FL),FL,Putnam,3,Conventional Steam Coal,ST,,S,X,X,,,850.0, ,750.0,750.0, ,N, , ,CN,X, , , , ,,Electric Utility,1,,BIT,,,,,,,,,,,N, ,,,,,,,,,,,
16572,Salt River Project,143,Crosscut,AZ,Maricopa,CC1,Natural Gas Steam Turbine,ST,,S,X,X,,,7.5,0.800,7.5,7.5,0.1,N, , ,RE,X,1,1942,10,1974,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,10M,,,,,,,,,N,N
16572,Salt River Project,143,Crosscut,AZ,Maricopa,CC2,Natural Gas Steam Turbine,ST,,S,X,X,,,7.5,0.800,7.5,7.5,0.1,N, , ,RE,X,1,1942,10,1974,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,10M,,,,,,,,,,
16572,Salt River Project,143,Crosscut,AZ,Maricopa,CC3,Natural Gas Steam Turbine,ST,,S,X,X,,,7.5,0.800,7.5,7.5,0.1,N, , ,RE,X,1,1942,10,1974,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,10M,,,,,,,,,,
16572,Salt River Project,143,Crosscut,AZ,Maricopa,CC4,Natural Gas Steam Turbine,ST,,S,X,X,,,7.5,0.800,7.5,7.5,0.1,N, , ,RE,X,5,1949,10,1974,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,10M,,,,,,,,,,
50079,Utility Board of Key West City,164,Big Pine,FL,Monroe,1,Petroleum Liquids,IC,,S,X,X,,,2.7, ,2.5,2.5, ,N, , ,RE,X,2,1969,9,2006,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
7490,Grand River Dam Authority,165,GREC,OK,Mayes,1,Conventional Steam Coal,ST,,S,X,X,GRDAGRDA17UN1,GRDAGRDA17UN1_RA,540.0,0.900,540.0,540.0,155.0,N, , ,RE,X,6,1981,12,2020,N,Electric Utility,1,X,SUB,,,,,,NG,,,,N,N,0,OVER,N,Y,N,N,Y,N,N,N,N,N
