Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Retirement Month,Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,Turbines or Hydrokinetic Buoys,Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Multiple Fuels?,Cofire Fuels?,Switch Between Oil and Natural Gas?
6909,Gainesville Regional Utilities,664,John R Kelly,FL,Alachua,GT2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,16.3,0.850,14.0,15.0, ,N, , ,RE,X,9,1968,10,2013,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,N,Y
6909,Gainesville Regional Utilities,664,John R Kelly,FL,Alachua,GT3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,16.3,0.850,14.0,15.0, ,N, , ,RE,X,5,1969,10,2013,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,N,Y
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,10,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,2.5, ,2.0,2.0, ,N, , ,RE,X,1,1958,5,2013,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,N, ,,,,,,,,,Y,N,Y
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,11,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,3.2, ,3.0,3.0, ,N, , ,RE,X,1,1965,5,2013,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,N, ,,,,,,,,,Y,N,Y
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,12,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,3.2, ,3.0,3.0, ,N, , ,RE,X,1,1965,5,2013,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,N, ,,,,,,,,,Y,N,Y
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,18,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,8.8, ,8.0,8.0, ,N, , ,RE,X,4,1975,5,2013,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,N, ,1H,,,,,,,,N,N,Y
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,8,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,2.5, ,2.0,2.0, ,N, , ,RE,X,1,1954,5,2013,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,N,N,Y
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,9,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,2.5, ,2.0,2.0, ,N, , ,RE,X,1,1958,5,2013,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,N,N,Y
9617,JEA,666,J D Kennedy,FL,Duval,GT3,Petroleum Liquids,GT,,S,X,X,,,56.2, ,54.0,62.7, ,N, , ,RE,X,8,1973,4,2009,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
9617,JEA,666,J D Kennedy,FL,Duval,GT4,Petroleum Liquids,GT,,S,X,X,,,56.2, ,54.0,62.7, ,N, , ,RE,X,7,1973,4,2008,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
9617,JEA,666,J D Kennedy,FL,Duval,GT5,Petroleum Liquids,GT,,S,X,X,,,56.2, ,54.0,62.7, ,N, , ,RE,X,11,1973,4,2008,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
9617,JEA,668,Southside Generating Station,FL,Duval,4,Petroleum Liquids,ST,,S,X,X,,,75.0, ,67.0,67.0, ,N, , ,RE,X,11,1958,10,2001,N,Electric Utility,1,X,RFO,NG,,,,,,,,,N,N, ,,,,,,,,,,,
9617,JEA,668,Southside Generating Station,FL,Duval,5,Petroleum Liquids,ST,,S,X,X,,,156.6, ,142.0,142.0, ,N, , ,RE,X,9,1964,10,2001,N,Electric Utility,1,X,RFO,NG,,,,,,,,,N,N, ,,,,,,,,,,,
10376,Kissimmee Utility Authority,672,Hansel,FL,Osceola,14,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,2.0,0.850,2.0,2.0, ,N, , ,RE,X,2,1972,10,2005,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,Y,Y
10376,Kissimmee Utility Authority,672,Hansel,FL,Osceola,15,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,2.0,0.850,2.0,2.0, ,N, , ,RE,X,2,1972,10,2005,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,Y,Y
10376,Kissimmee Utility Authority,672,Hansel,FL,Osceola,16,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,2.0,0.850,2.0,2.0, ,N, , ,RE,X,2,1972,10,2005,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,Y,Y
10376,Kissimmee Utility Authority,672,Hansel,FL,Osceola,17,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,2.0,0.850,2.0,2.0, ,N, , ,RE,X,2,1972,10,2005,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,Y,Y
10376,Kissimmee Utility Authority,672,Hansel,FL,Osceola,18,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,2.0,0.850,2.0,2.0, ,N, , ,RE,X,2,1972,10,2005,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,Y,Y
10376,Kissimmee Utility Authority,672,Hansel,FL,Osceola,19,Petroleum Liquids,IC,,S,X,X,,,2.5,0.850,2.0,2.0, ,N, , ,RE,X,2,1983,10,2005,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,,
10376,Kissimmee Utility Authority,672,Hansel,FL,Osceola,20,Petroleum Liquids,IC,,S,X,X,,,2.5,0.850,2.0,3.0, ,N, , ,RE,X,2,1983,10,2005,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,,
10376,Kissimmee Utility Authority,672,Hansel,FL,Osceola,21,Natural Gas Fired Combined Cycle,CT,,S,X,,,,35.0,0.850,30.0,38.0, ,N, , ,RE,X,2,1983,10,2012,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,Y,Y
10376,Kissimmee Utility Authority,672,Hansel,FL,Osceola,22,Natural Gas Fired Combined Cycle,CA,,S,N,X,,,10.0,0.850,8.0,6.0, ,N, , ,RE,X,11,1983,10,2012,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,N, ,,,,,,,,,,,
10376,Kissimmee Utility Authority,672,Hansel,FL,Osceola,23,Natural Gas Fired Combined Cycle,CA,,S,N,X,,,10.0,0.850,8.0,6.0, ,N, , ,RE,X,11,1983,10,2012,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,N, ,,,,,,,,,,,
10376,Kissimmee Utility Authority,672,Hansel,FL,Osceola,8,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,3.0,0.850,2.0,2.0, ,N, , ,RE,X,2,1959,10,2005,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,N,
10620,City of Lake Worth Beach - (FL),673,Tom G Smith,FL,Palm Beach,S1,Natural Gas Steam Turbine,ST,,S,X,X,,,7.5, ,7.0,7.5, ,N, , ,RE,X,1,1961,7,2000,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,,,,,,,,,N,N,N
10620,City of Lake Worth Beach - (FL),673,Tom G Smith,FL,Palm Beach,S2,Natural Gas Steam Turbine,ST,,S,X,X,,,7.5, ,7.0,7.5, ,N, , ,RE,X,11,1967,8,1986,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,,,,,,,,,N,N,N
10620,City of Lake Worth Beach - (FL),673,Tom G Smith,FL,Palm Beach,S4,Natural Gas Steam Turbine,ST,,S,X,X,,,32.5, ,32.0,32.5, ,N, , ,RE,X,8,1971,12,1990,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,,,,,,,,,N,N,N
10623,City of Lakeland - (FL),675,Larsen Memorial,FL,Polk,6,Natural Gas Steam Turbine,ST,,S,X,X,,,25.0, ,24.0,24.0, ,N, , ,RE,X,12,1959,1,2003,N,Electric Utility,1,X,NG,RFO,,,,,,,,,N,N, ,OVER,,,,,,,,,,
10623,City of Lakeland - (FL),676,C D McIntosh Jr,FL,Polk,3,Conventional Steam Coal,ST,,J,X,X,,,363.8,0.900,342.0,342.0,180.0,N, , ,RE,X,9,1982,4,2021,N,Electric Utility,1,X,BIT,NG,,,,,NG,,,,N,N, ,OVER,,Y,,,Y,,,Y,Y,N
10623,City of Lakeland - (FL),676,C D McIntosh Jr,FL,Polk,4,Petroleum Coke,ST,,S,X,X,,,288.0, ,288.0,288.0, ,N, , ,CN,X, , , , ,,Electric Utility,1,,PC,BIT,,,,,,,,,,, ,OVER,,,,,,,,,,
10623,City of Lakeland - (FL),676,C D McIntosh Jr,FL,Polk,PV6,Solar Photovoltaic,PV,,W,X,X,,,16.0,0.900,16.0,8.0, ,N, , ,CN,X, , , , ,,Electric Utility,1,,SUN,,,,,,,,,,,, ,,,,,,,,,,,
10623,City of Lakeland - (FL),676,C D McIntosh Jr,FL,Polk,ST1,Natural Gas Steam Turbine,ST,,S,X,X,,,103.5,0.900,85.0,85.0,25.0,N, , ,RE,X,2,1971,12,2015,N,Electric Utility,1,X,NG,RFO,,,,,,,,,N,N, ,OVER,,,,,,,,N,Y,Y
10623,City of Lakeland - (FL),676,C D McIntosh Jr,FL,Polk,ST2,Natural Gas Steam Turbine,ST,,S,X,X,,,126.0,0.900,106.0,106.0,30.0,N, , ,RE,X,6,1976,6,2020,N,Electric Utility,1,X,NG,RFO,,,,,NG,,,,N,N, ,OVER,,,,,,,,Y,Y,Y
56152,New Smyrna Beach Utilities Commission,679,Smith Street,FL,Volusia,10,Petroleum Liquids,IC,,S,X,X,,,2.0,0.800,2.0,2.0, ,N, , ,RE,X,1,1967,12,2013,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
56152,New Smyrna Beach Utilities Commission,679,Smith Street,FL,Volusia,11,Petroleum Liquids,IC,,S,X,X,,,2.0,0.800,2.0,2.0, ,N, , ,RE,X,1,1967,12,2013,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
56152,New Smyrna Beach Utilities Commission,679,Smith Street,FL,Volusia,3,Petroleum Liquids,IC,,S,X,X,,,0.8,0.800,0.8,0.8, ,N, , ,RE,X,1,1946,12,2013,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
56152,New Smyrna Beach Utilities Commission,679,Smith Street,FL,Volusia,4,Petroleum Liquids,IC,,S,X,X,,,1.0,0.800,1.0,1.0, ,N, , ,RE,X,1,1950,12,2013,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
56152,New Smyrna Beach Utilities Commission,679,Smith Street,FL,Volusia,6,Petroleum Liquids,IC,,S,X,X,,,1.8,0.800,1.8,1.8, ,N, , ,RE,X,1,1955,12,2013,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
56152,New Smyrna Beach Utilities Commission,679,Smith Street,FL,Volusia,7,Petroleum Liquids,IC,,S,X,X,,,1.8,0.800,1.8,1.8, ,N, , ,RE,X,1,1956,12,2013,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
56152,New Smyrna Beach Utilities Commission,679,Smith Street,FL,Volusia,8,Petroleum Liquids,IC,,S,X,X,,,1.1,0.800,1.1,1.1, ,N, , ,RE,X,1,1960,12,2013,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
56152,New Smyrna Beach Utilities Commission,679,Smith Street,FL,Volusia,9,Petroleum Liquids,IC,,S,X,X,,,2.0,0.800,2.0,2.0, ,N, , ,RE,X,1,1967,12,2013,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
56152,New Smyrna Beach Utilities Commission,681,W E Swoope,FL,Volusia,2,Petroleum Liquids,IC,,S,X,X,,,0.9,0.800,0.9,0.9, ,N, , ,RE,X,11,1981,12,2013,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
56152,New Smyrna Beach Utilities Commission,681,W E Swoope,FL,Volusia,3,Petroleum Liquids,IC,,S,X,X,,,2.0,0.800,2.0,2.0, ,N, , ,RE,X,12,1982,12,2013,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
56152,New Smyrna Beach Utilities Commission,681,W E Swoope,FL,Volusia,4,Petroleum Liquids,IC,,S,X,X,,,2.2,0.800,2.2,2.2, ,N, , ,RE,X,12,1982,12,2013,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
14610,Orlando Utilities Comm,685,St Cloud,FL,Osceola,1,Natural Gas Internal Combustion Engine,IC,,W,X,X,,,2.0, ,2.0,2.0,1.1,N, , ,RE,X,7,1982,3,2008,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,N,N,N
14610,Orlando Utilities Comm,685,St Cloud,FL,Osceola,2,Natural Gas Internal Combustion Engine,IC,,W,X,X,,,5.8, ,5.0,5.0,2.6,N, , ,RE,X,12,1974,3,2008,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,N,N,N
14610,Orlando Utilities Comm,685,St Cloud,FL,Osceola,3,Natural Gas Internal Combustion Engine,IC,,W,X,X,,,2.0, ,2.0,2.0,1.1,N, , ,RE,X,9,1982,3,2008,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,N,N,N
14610,Orlando Utilities Comm,685,St Cloud,FL,Osceola,4,Natural Gas Internal Combustion Engine,IC,,W,X,X,,,3.7, ,3.0,3.0,1.8,N, , ,RE,X,8,1961,3,2008,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,N,N,N
14610,Orlando Utilities Comm,685,St Cloud,FL,Osceola,6,Natural Gas Internal Combustion Engine,IC,,W,X,X,,,3.7, ,3.0,3.0,1.8,N, , ,RE,X,3,1967,3,2008,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,N,N,N
14610,Orlando Utilities Comm,685,St Cloud,FL,Osceola,7,Natural Gas Internal Combustion Engine,IC,,W,X,X,,,6.3, ,6.0,6.0,3.0,N, , ,RE,X,9,1982,3,2008,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,N,N,N
14610,Orlando Utilities Comm,685,St Cloud,FL,Osceola,8,Natural Gas Internal Combustion Engine,IC,,W,X,X,,,6.4, ,6.0,6.0,4.0,N, , ,RE,X,4,1977,3,2008,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,N,N,N
18445,City of Tallahassee - (FL),688,Arvah B Hopkins,FL,Leon,1,Natural Gas Steam Turbine,ST,,S,X,X,N/A,N/A,75.0,0.850,76.0,78.0,30.0,N, , ,RE,X,5,1971,11,2018,N,Electric Utility,1,X,NG,,,,,,NG,RFO,,,N,N, ,OVER,,,,,,,,N,,
18445,City of Tallahassee - (FL),688,Arvah B Hopkins,FL,Leon,5,Natural Gas Fired Combined Cycle,CT,,S,X,,,,212.5, ,156.0,183.0, ,N, , ,CN,X, , , , ,,Electric Utility,1,,NG,DFO,,,,,,,,,,, ,,,,,,,,,,N,Y
18445,City of Tallahassee - (FL),688,Arvah B Hopkins,FL,Leon,CT A,Natural Gas Fired Combined Cycle,CT,,S,X,,,,50.0, ,36.0,48.0, ,N, , ,CN,X, , , , ,,Electric Utility,1,,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
18445,City of Tallahassee - (FL),688,Arvah B Hopkins,FL,Leon,GT1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,N/A,N/A,16.3,0.850,12.0,14.0,3.0,N, , ,RE,X,2,1970,5,2017,N,Electric Utility,1,X,NG,DFO,,,,,NG,DFO,,,N,N, ,1H,,,,,,,,Y,N,Y
18445,City of Tallahassee - (FL),688,Arvah B Hopkins,FL,Leon,GT2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,N/A,N/A,27.0,0.850,24.0,26.0,3.0,N, , ,RE,X,9,1972,5,2017,N,Electric Utility,1,X,NG,DFO,,,,,NG,DFO,,,N,N, ,1H,,,,,,,,Y,N,Y
18445,City of Tallahassee - (FL),688,Arvah B Hopkins,FL,Leon,GT5,Natural Gas Fired Combustion Turbine,GT,,S,X,X,N/A,N/A,60.0, ,42.0,48.0, ,N, , ,CN,X, , , , ,,Electric Utility,1,,NG,DFO,,,,,,,,,,, ,,,,,,,,,,N,Y
18445,City of Tallahassee - (FL),689,S O Purdom,FL,Wakulla,7,Natural Gas Steam Turbine,ST,,S,X,X,,,50.0,0.850,48.0,48.0,20.0,N, , ,RE,X,6,1966,12,2013,N,Electric Utility,1,X,NG,RFO,,,,,NG,,,,N,, ,OVER,,,,,,,,,,
18445,City of Tallahassee - (FL),689,S O Purdom,FL,Wakulla,GT1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,N/A,N/A,15.0,0.850,10.0,10.0,3.0,N, , ,RE,X,12,1963,10,2017,N,Electric Utility,1,X,NG,DFO,,,,,NG,DFO,,,N,N, ,1H,,,,,,,,Y,N,Y
18445,City of Tallahassee - (FL),689,S O Purdom,FL,Wakulla,GT2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,N/A,N/A,15.0,0.850,10.0,10.0,3.0,N, , ,RE,X,5,1964,10,2018,N,Electric Utility,1,X,NG,DFO,,,,,NG,DFO,,,N,N, ,1H,,,,,,,,Y,N,Y
27813,USCE-Mobile District,690,J Woodruff,FL,Gadsden,1,Conventional Hydroelectric,HY,,S,X,X,,,10.0, ,10.0,10.0, ,N, , ,RE,X,2,1957,2,2003,N,Electric Utility,1,X,WAT,,,,,,,,,,N,,0,,,,,,,,,,,
27813,USCE-Mobile District,690,J Woodruff,FL,Gadsden,2,Conventional Hydroelectric,HY,,S,X,X,,,10.0, ,10.0,10.0, ,N, , ,RE,X,3,1957,2,2002,N,Electric Utility,1,X,WAT,,,,,,,,,,N,,0,,,,,,,,,,,
27813,USCE-Mobile District,690,J Woodruff,FL,Gadsden,3,Conventional Hydroelectric,HY,,S,X,X,,,10.0, ,10.0,10.0, ,N, , ,RE,X,4,1957,2,2001,N,Electric Utility,1,X,WAT,,,,,,,,,,N,,0,,,,,,,,,,,
62042,SRIV Partnership LLC,692,Medicine Bow,WY,Carbon,10,Onshore Wind Turbine,WT,,S,X,X,,,4.9, ,4.9,4.9,0.0,N, , ,RE,X,7,2000,10,2024,N,IPP Non-CHP,2,X,WND,,,,,,,,,,N,,7,,,,,,,,,N,,
62042,SRIV Partnership LLC,692,Medicine Bow,WY,Carbon,11,Onshore Wind Turbine,WT,,S,X,X,,,1.3, ,1.3,1.3,0.0,N, , ,RE,X,7,2000,10,2024,N,IPP Non-CHP,2,X,WND,,,,,,,,,,N,,2,,,,,,,,,N,,
62042,SRIV Partnership LLC,692,Medicine Bow,WY,Carbon,12,Onshore Wind Turbine,WT,,S,X,X,,,0.7, ,0.7,0.7,0.0,N, , ,CN,X, , , , ,N,IPP Non-CHP,2,X,WND,,,,,,,,,,,, ,,,,,,,,,N,,
62042,SRIV Partnership LLC,692,Medicine Bow,WY,Carbon,13,Onshore Wind Turbine,WT,,S,X,X,,,0.7, ,0.7,0.7,0.0,N, , ,CN,X, , , , ,N,IPP Non-CHP,2,X,WND,,,,,,,,,,,, ,,,,,,,,,N,,
62042,SRIV Partnership LLC,692,Medicine Bow,WY,Carbon,3,Onshore Wind Turbine,WT,,S,X,X,,,0.1, ,0.1,0.1, ,N, , ,RE,X,4,1998,4,2005,N,IPP Non-CHP,2,X,WND,,,,,,,,,,N,,1,,,,,,,,,N,,
62042,SRIV Partnership LLC,692,Medicine Bow,WY,Carbon,CLIP,Onshore Wind Turbine,WT,,W,X,X,,,2.5, ,2.5,2.5, ,N, , ,RE,X,3,2005,12,2011,N,IPP Non-CHP,2,X,WND,,,,,,,,,,,,1,,,,,,,,,N,,
6443,"Florida Keys El Coop Assn, Inc",696,Marathon Generating Plant,FL,Monroe,3,Petroleum Liquids,IC,,S,X,X,,,3.0,1.000,3.0,3.0,3.0,N, , ,RE,X,1,1958,11,2018,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N
6443,"Florida Keys El Coop Assn, Inc",696,Marathon Generating Plant,FL,Monroe,4,Petroleum Liquids,IC,,S,X,X,,,3.0,1.000,3.0,3.0,3.0,N, , ,RE,X,1,1959,11,2018,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,
6443,"Florida Keys El Coop Assn, Inc",696,Marathon Generating Plant,FL,Monroe,5,Petroleum Liquids,IC,,S,X,X,,,3.0,1.000,3.0,3.0, ,N, , ,RE,X,1,1959,1,2007,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,N,,
6443,"Florida Keys El Coop Assn, Inc",696,Marathon Generating Plant,FL,Monroe,6,Petroleum Liquids,IC,,S,X,X,,,2.5,1.000,2.5,2.5,2.5,N, , ,RE,X,5,1973,11,2018,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,
6443,"Florida Keys El Coop Assn, Inc",696,Marathon Generating Plant,FL,Monroe,7,Petroleum Liquids,IC,,S,X,X,,,2.5,1.000,2.5,2.5,2.5,N, , ,RE,X,1,1973,11,2018,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,
7140,Georgia Power Co,699,Arkwright,GA,Bibb,3,Conventional Steam Coal,ST,,S,X,X,,,40.2, ,42.0,42.0, ,N, , ,RE,X,12,1943,12,2002,N,Electric Utility,1,X,BIT,NG,,,,,,,,,,, ,,,,,,,,,,,
7140,Georgia Power Co,699,Arkwright,GA,Bibb,4,Conventional Steam Coal,ST,,S,X,X,,,49.0, ,44.0,44.0, ,N, , ,RE,X,11,1948,7,2002,N,Electric Utility,1,X,BIT,NG,,,,,,,,,,, ,,,,,,,,,,,
7140,Georgia Power Co,699,Arkwright,GA,Bibb,5A,Petroleum Liquids,GT,,S,X,X,,,16.3, ,13.0,15.5, ,N, , ,RE,X,8,1969,12,2002,N,Electric Utility,1,X,DFO,NG,,,,,,,,,,, ,,,,,,,,,,,
7140,Georgia Power Co,699,Arkwright,GA,Bibb,5B,Petroleum Liquids,GT,,S,X,X,,,16.3, ,13.0,15.5, ,N, , ,RE,X,9,1969,12,2002,N,Electric Utility,1,X,DFO,NG,,,,,,,,,,, ,,,,,,,,,,,
7140,Georgia Power Co,699,Arkwright,GA,Bibb,ST1,Natural Gas Steam Turbine,ST,,S,X,X,,,46.0, ,41.0,41.0, ,N, , ,RE,X,6,1941,12,2002,N,Electric Utility,1,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
7140,Georgia Power Co,699,Arkwright,GA,Bibb,ST2,Natural Gas Steam Turbine,ST,,S,X,X,,,46.0, ,41.0,41.0, ,N, , ,RE,X,5,1942,12,2002,N,Electric Utility,1,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
7140,Georgia Power Co,700,Atkinson,GA,Cobb,3,Natural Gas Steam Turbine,ST,,S,X,X,,,63.0, ,65.0,65.0, ,N, , ,RE,X,10,1945,7,2002,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
7140,Georgia Power Co,700,Atkinson,GA,Cobb,4,Natural Gas Steam Turbine,ST,,S,X,X,,,75.0, ,62.0,62.0, ,N, , ,RE,X,10,1945,7,2002,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
7140,Georgia Power Co,700,Atkinson,GA,Cobb,5A,Petroleum Liquids,GT,,S,X,X,,,41.8, ,32.0,39.6, ,N, , ,RE,X,7,1970,12,2003,N,Electric Utility,1,X,DFO,NG,,,,,,,,,,, ,,,,,,,,,,,
7140,Georgia Power Co,700,Atkinson,GA,Cobb,5B,Petroleum Liquids,GT,,S,X,X,,,41.8, ,32.0,39.6, ,N, , ,RE,X,7,1970,12,2003,N,Electric Utility,1,X,DFO,NG,,,,,,,,,,, ,,,,,,,,,,,
7140,Georgia Power Co,700,Atkinson,GA,Cobb,ST2,Natural Gas Steam Turbine,ST,,S,X,X,,,60.0, ,55.0,55.0, ,N, , ,RE,X,9,1941,7,2002,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
7140,Georgia Power Co,701,Barnett Shoals,GA,Oconee,1,Conventional Hydroelectric,HY,,S,X,X,,,0.7, ,0.2,0.2, ,N, , ,RE,X,12,1910,5,2010,N,Electric Utility,1,X,WAT,,,,,,,,,,N,,0,,,,,,,,,,,
7140,Georgia Power Co,701,Barnett Shoals,GA,Oconee,2,Conventional Hydroelectric,HY,,S,X,X,,,0.7, ,0.2,0.2, ,N, , ,RE,X,12,1910,5,2010,N,Electric Utility,1,X,WAT,,,,,,,,,,N,,0,,,,,,,,,,,
7140,Georgia Power Co,701,Barnett Shoals,GA,Oconee,3,Conventional Hydroelectric,HY,,S,X,X,,,0.7, ,0.2,0.2, ,N, , ,RE,X,12,1910,5,2010,N,Electric Utility,1,X,WAT,,,,,,,,,,N,,0,,,,,,,,,,,
7140,Georgia Power Co,701,Barnett Shoals,GA,Oconee,4,Conventional Hydroelectric,HY,,S,X,X,,,0.7, ,0.2,0.2, ,N, , ,RE,X,12,1910,5,2010,N,Electric Utility,1,X,WAT,,,,,,,,,,N,,0,,,,,,,,,,,
7140,Georgia Power Co,703,Bowen,GA,Bartow,6,Petroleum Liquids,GT,,S,X,X,,,41.8, ,32.0,40.0, ,N, , ,RE,X,5,1971,4,2013,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
7140,Georgia Power Co,707,Goat Rock,AL,Lee,1,Conventional Hydroelectric,HY,,S,X,X,,,3.0, ,3.1,3.1,3.1,N, , ,RE,X,12,1912,9,2001,N,Electric Utility,1,X,WAT,,,,,,,,,,,,0,1H,,,,,,,,,,
7140,Georgia Power Co,707,Goat Rock,AL,Lee,2,Conventional Hydroelectric,HY,,S,X,X,,,3.0, ,3.1,3.1,3.1,N, , ,RE,X,12,1912,9,2001,N,Electric Utility,1,X,WAT,,,,,,,,,,,,0,1H,,,,,,,,,,
7140,Georgia Power Co,708,Hammond,GA,Floyd,1,Conventional Steam Coal,ST,,S,X,X,,,125.0,0.900,110.0,110.0,50.0,N, , ,RE,X,6,1954,7,2019,N,Electric Utility,1,X,BIT,DFO,,,,,DFO,,,,N,, ,OVER,,Y,,,Y,N,,N,,
