"","...1","...2","ORGID","ORGTYPE","ORGNUMBER","SCHNUMBER","FORMID","GISNAME","MDENAME","ALTNAME","GISADDR","MDEADDR","PUBPRIV","LOCTYPE","GRADERANGE","CLASS","MAGNET","LOCDISTID","LOCDISTNAM","COUNTYCODE","COUNTYNAME","CREATEDT","UPDATEDT","FED_SCHNUM","WEB_URL","YEAR","geometry","within_1mile_pp","schools_in_ej","nearest_pp_id","nearest_pp_dist_m","nearest_pp_dist_mi","zip_code"
"229",229,229,898116010000,"89","8116","010","8116-89-010","New Brighton Library","New Brighton Library","New Brighton","400 10th St NW, New Brighton, MN 55112","400 10th Street NW, New Brighton, MN 55112","Public","Member",NA,NA,"NO",1.0621e+10,"Mounds View",27123,"Ramsey",2022-09-19,2023-06-23,NA,"http://www.ramsey.lib.mn.us","SY2024-25","c(484982.0815","4990312.9009)",FALSE,TRUE,1927,8380.32212563749,"5.20730369321429,""55112"""
"230",230,230,898116020000,"89","8116","020","8116-89-020","Maplewood Library","Maplewood Library","Maplewood","3025 Southlawn Dr, Maplewood, MN 55109","3025 Southlawn Dr, Maplewood, MN 55109","Public","Member",NA,NA,"NO",1.0622e+10,"North St. Paul-Maplewood Oakdale",27123,"Ramsey",2022-09-19,2023-06-23,NA,"http://www.ramsey.lib.mn.us","SY2024-25","c(497916.249","4986547.0897)",FALSE,TRUE,55824,10804.2787359524,"6.71348424568608,""55109"""
"231",231,231,898116030000,"89","8116","030","8116-89-030","Mounds View Library","Mounds View Library","Mounds View","2576 County Road 10, Mounds View, MN 55112","2576 County Road 10, Mounds View, MN 55112","Public","Member",NA,NA,"NO",1.0621e+10,"Mounds View",27123,"Ramsey",2022-09-19,2023-06-23,NA,"http://www.ramsey.lib.mn.us","SY2024-25","c(483446.9968","4994662.5346)",FALSE,TRUE,1927,10729.9017144322,"6.66726839228018,""55112"""
"232",232,232,898116040000,"89","8116","040","8116-89-040","North St Paul Library","North St Paul Library","North St. Paul","2290 N 1st St, North St Paul, MN 55109","2290 N 1st St, North Saint Paul, MN 55109","Public","Member",NA,NA,"NO",1.0622e+10,"North St. Paul-Maplewood Oakdale",27123,"Ramsey",2022-09-19,2023-06-23,NA,"http://www.ramsey.lib.mn.us","SY2024-25","c(500228.4964","4984140.9263)",FALSE,FALSE,55824,10695.1423872531,"6.64566989402681,""55109"""
"233",233,233,898116050000,"89","8116","050","8116-89-050","Roseville Library","Roseville Library","Roseville","2180 N Hamline Ave, Roseville, MN 55113","2180 North Hamline Avenue, Roseville, MN 55113","Public","Member",NA,NA,"NO",1.0623e+10,"Roseville",27123,"Ramsey",2022-09-19,2023-06-23,NA,"http://www.ramsey.lib.mn.us","SY2024-25","c(487714.26","4983786.7107)",FALSE,FALSE,55824,7224.97972642328,"4.48940542484701,""55113"""
"234",234,234,898116070000,"89","8116","070","8116-89-070","White Bear Lake Library","White Bear Lake Library","White Bear Lake","2150 2nd St, White Bear Lake, MN 55110","2150 2nd St, White Bear Lake, MN 55110","Public","Member",NA,NA,"NO",1.0624e+10,"White Bear Lake",27123,"Ramsey",2022-09-19,2023-06-23,NA,"http://www.ramsey.lib.mn.us","SY2024-25","c(499251.8403","4992172.9781)",FALSE,FALSE,63576,12575.5118799111,"7.81408023159251,""55110"""
"235",235,235,8.98122e+11,"89","8122","000","8122-89","Saint Paul Public Library","Saint Paul Public Library","St. Paul","90 W 4th St, Saint Paul, MN 55102","90 West Fourth Street, Saint Paul, MN 55102","Public","Head",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2022-09-19,2023-06-23,NA,"https://sppl.org/","SY2024-25","c(492338.9062","4976715.3532)",TRUE,FALSE,56643,113.261796793712,"0.0703777926315829,""55102"""
"236",236,236,898122010000,"89","8122","010","8122-89-010","Arlington Hills Branch Library","Arlington Hills Branch Library","Arlington Hills","1200 Payne Ave, Saint Paul, MN 55130","1200 Payne Ave, Saint Paul, MN 55130","Public","Member",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2022-09-19,2023-12-18,NA,"https://sppl.org/","SY2024-25","c(494245.6708","4980414.3162)",FALSE,TRUE,55824,3720.44096029691,"2.31178058104373,""55130"""
"237",237,237,898122020000,"89","8122","020","8122-89-020","Hamline Midway Branch Library","Hamline Midway Branch Library","Hamline-Midway","1558 W Minnehaha Ave, Saint Paul, MN 55104","1558 West Minnehaha Avenue, Saint Paul, MN 55104","Public","Member",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2022-09-19,2023-06-23,NA,"https://sppl.org/","SY2024-25","c(486894.8866","4978812.1762)",FALSE,TRUE,55824,4888.03264140596,"3.037290219224,""55104"""
"238",238,238,898122030000,"89","8122","030","8122-89-030","Hayden Heights Branch Library","Hayden Heights Branch Library","Hayden Heights","1456 White Bear Ave, Saint Paul, MN 55106","1456 White Bear Avenue, Saint Paul, MN 55106","Public","Member",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2022-09-19,2023-06-23,NA,"https://sppl.org/","SY2024-25","c(498032.32","4981314.1655)",FALSE,TRUE,55824,7305.38879878945,"4.53936943019464,""55106"""
"239",239,239,898122040000,"89","8122","040","8122-89-040","Highland Branch Library","Highland Branch Library","Highland Park","1974 Ford Parkway, Saint Paul, MN 55116","1974 Ford Parkway, Saint Paul, MN 55116","Public","Member",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2022-09-19,2023-06-23,NA,"https://sppl.org/","SY2024-25","c(485559.6822","4973817.5944)",TRUE,FALSE,57069,1317.61167546887,"0.818727972627832,""55116"""
"240",240,240,898122050000,"89","8122","050","8122-89-050","Merriam Park Branch Library","Merriam Park Branch Library","Merriam Park","1831 Marshall Ave, Saint Paul, MN 55104","1831 Marshall Avenue, Saint Paul, MN 55104","Public","Member",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2022-09-19,2023-06-23,NA,"https://sppl.org/","SY2024-25","c(485983.9757","4977265.1112)",FALSE,TRUE,57069,4055.22298933469,"2.51980500660811,""55104"""
"241",241,241,898122060000,"89","8122","060","8122-89-060","Rice Street Branch Library","Rice Street Branch Library","Rice Street","1011 Rice St, Saint Paul, MN 55117","1011 Rice Street, Saint Paul, MN 55117","Public","Member",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2022-09-19,2023-06-23,NA,"https://sppl.org/","SY2024-25","c(491627.0131","4979811.8975)",FALSE,TRUE,55824,2075.90483140558,"1.28991066611504,""55117"""
"242",242,242,898122070000,"89","8122","070","8122-89-070","Riverview Branch Library","Riverview Branch Library","Riverview","1 E George St, Saint Paul, MN 55107","1 East George Street, Saint Paul, MN 55107","Public","Member",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2022-09-19,2023-06-23,NA,"https://sppl.org/","SY2024-25","c(493308.8453","4975165.7237)",FALSE,TRUE,56643,1716.58399416098,"1.06663849414107,""55107"""
"243",243,243,898122080000,"89","8122","080","8122-89-080","St. Anthony Park Branch Library","St. Anthony Park Branch Library","St. Anthony Park","2245 Como Ave, Saint Paul, MN 55108","2245 Como Avenue, Saint Paul, MN 55108","Public","Member",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2022-09-19,2023-06-23,NA,"https://sppl.org/","SY2024-25","c(484734.9573","4980858.9763)",FALSE,FALSE,59197,3732.16094936028,"2.31906306272154,""55108"""
"244",244,244,898122090000,"89","8122","090","8122-89-090","Sun Ray Branch Library","Sun Ray Branch Library","Sun Ray","2105 Wilson Ave, Saint Paul, MN 55119","2105 Wilson Avenue, Saint Paul, MN 55119","Public","Member",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2022-09-19,2023-06-23,NA,"https://sppl.org/","SY2024-25","c(499065.5076","4977873.7972)",FALSE,TRUE,56643,6801.7075903345,"4.22639565929791,""55119"""
"245",245,245,898122100000,"89","8122","100","8122-89-100","Dayton's Bluff Branch Library","Dayton's Bluff Branch Library","Dayton's Bluff","645 E 7th St, Saint Paul, MN 55106","645 East 7th Street, Saint Paul, MN 55106","Public","Member",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2022-09-19,2023-06-23,NA,"https://sppl.org/","SY2024-25","c(494066.8203","4978261.7293)",FALSE,TRUE,56643,2358.86835618232,"1.46573648587764,""55106"""
"246",246,246,898122110000,"89","8122","110","8122-89-110","West 7th Street Popular Library","West 7th Street Popular Library","West Seventh","265 Oneida St, Saint Paul, MN 55102","265 Oneida Street, Saint Paul, MN 55102","Public","Member",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2022-09-19,2023-06-23,NA,"https://sppl.org/","SY2024-25","c(490246.4231","4975511.6918)",TRUE,FALSE,1912,955.711535110514,"0.593853092019408,""55102"""
"247",247,247,898122120000,"89","8122","120","8122-89-120","Rondo Community Outreach Library","Rondo Community Library","Rondo","461 N Dale St, Saint Paul, MN 55103","461 North Dale Street, Saint Paul, MN 55103","Public","Member",NA,NA,"NO",1.0625e+10,"Saint Paul",27123,"Ramsey",2022-09-19,2023-06-23,NA,"https://sppl.org/","SY2024-25","c(490017.8137","4977979.9416)",FALSE,TRUE,55824,1663.17623839548,"1.03345237078273,""55103"""
"248",248,248,898144020000,"89","8144","020","8144-89-020","Oakdale Branch","Oakdale Branch","Oakdale","1010 Heron Ave N, Oakdale, MN 55128","1010 Heron Avenue N, Oakdale, MN 55128","Public","Member",NA,NA,"NO",1.0622e+10,"North St. Paul-Maplewood Oakdale",27163,"Washington",2022-09-19,2022-11-17,NA,"https://www.washcolib.org/446/Oakdale-Library","SY2024-25","c(504041.9401","4978957.7662)",FALSE,FALSE,66977,7563.97466358523,"4.70004763666176,""55128"""
"249",249,249,898144060000,"89","8144","060","8144-89-060","Wildwood Branch","Wildwood Branch","Wildwood","763 Stillwater Rd, Mahtomedi, MN 55115","763 Stillwater Road, Mahtomedi, MN 55115","Public","Member",NA,NA,"NO",1.0832e+10,"Mahtomedi",27163,"Washington",2022-09-19,2022-11-17,NA,"https://www.washcolib.org/450/Wildwood-Library","SY2024-25","c(503855.3496","4989262.4656)",FALSE,FALSE,1915,13903.0405683708,"8.63897036572182,""55115"""
